Name,TM_score,RMSD,,id,organism_from_ncb,species,genus,family,order,class,phylum,kingdom,domain
SFC91729.1_1123010,0.7063,4.1,,SFC91729.1,Pseudoalteromonas denitrificans DSM 6059,Pseudoalteromonas denitrificans,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFD18535.1_1229727,0.9441,1.5,,SFD18535.1,Salipiger profundus,Salipiger profundus,Salipiger,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFD45179.1_321267,0.9594,1.15,,SFD45179.1,Shimia marina,Shimia marina,Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFD62750.1_1123010,0.6909,4.5,,SFD62750.1,Pseudoalteromonas denitrificans DSM 6059,Pseudoalteromonas denitrificans,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFD88470.1_1123397,0.7367,3.87,,SFD88470.1,Thiohalospira halophila DSM 15071,Thiohalospira halophila,Thiohalospira,Thiohalospiraceae,Thiohalospirales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFE19421.1_74348,0.99,0.6,,SFE19421.1,Sulfitobacter brevis,Sulfitobacter brevis,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFE37334.1_936889,0.8784,1.06,,SFE37334.1,Roseivivax sediminis,Roseivivax sediminis,Roseivivax,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFE41765.1_930128,0.8727,2.8,,SFE41765.1,Alteribacillus iranensis,Alteribacillus iranensis,Alteribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SFE49475.1_35752,0.7721,3.35,,SFE49475.1,Actinoplanes philippinensis,Actinoplanes philippinensis,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFF24230.1_1003,0.8117,2.64,,SFF24230.1,Thermoflexibacter ruber,Thermoflexibacter ruber,Thermoflexibacter,Thermoflexibacteraceae,Cytophagales,Cytophagia,Bacteroidota,Pseudomonadati,Bacteria
SFF69799.1_375451,0.9407,1.54,,SFF69799.1,Roseobacter denitrificans OCh 114,Roseobacter denitrificans,Roseobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFF84143.1_282197,0.9547,1.09,,SFF84143.1,Jannaschia rubra,Jannaschia rubra,Jannaschia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFG23058.1_218673,0.9563,1.44,,SFG23058.1,Sulfitobacter dubius,Sulfitobacter dubius,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFG37766.1_1045558,0.7221,4.07,,SFG37766.1,Neptunomonas qingdaonensis,Neptunomonas qingdaonensis,Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFG39349.1_315423,0.8788,1.01,,SFG39349.1,Palleronia marisminoris,Palleronia marisminoris,Palleronia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFG72899.1_481446,0.9877,0.85,,SFG72899.1,Phaeobacter italicus,Phaeobacter italicus,Phaeobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFH68647.1_1114924,0.8922,2.36,,SFH68647.1,Albimonas pacifica,Albimonas pacifica,Albimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFI25457.1_1005945,0.8667,2.49,,SFI25457.1,Nocardioides psychrotolerans,Nocardioides psychrotolerans,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFI68056.1_324952,0.9098,1.91,,SFI68056.1,Streptosporangium canum,Streptosporangium canum,Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFI89011.1_324952,0.9139,2.09,,SFI89011.1,Streptosporangium canum,Streptosporangium canum,Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFI94455.1_289370,0.9373,1.38,,SFI94455.1,Phytopseudomonas argentinensis,Phytopseudomonas argentinensis,Phytopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFJ02504.1_1122600,0.9546,1.02,,SFJ02504.1,Nereida ignava DSM 16309,Nereida ignava,Nereida,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFJ44826.1_1211807,0.9072,2.21,,SFJ44826.1,Stutzerimonas kunmingensis,Stutzerimonas kunmingensis,Stutzerimonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFJ75164.1_240302,0.7601,3.01,,SFJ75164.1,Halobacillus dabanensis,Halobacillus dabanensis,Halobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SFJ79460.1_390807,0.9808,0.54,,SFJ79460.1,Jannaschia pohangensis,Jannaschia pohangensis,Jannaschia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFJ85059.1_83771,0.9142,2.05,,SFJ85059.1,Succinivibrio dextrinosolvens,Succinivibrio dextrinosolvens,Succinivibrio,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFJ98669.1_930118,0.7454,3.81,,SFJ98669.1,Marinobacter persicus,Marinobacter persicus,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFK09795.1_285279,0.9127,2.09,,SFK09795.1,Pseudovibrio ascidiaceicola,Pseudovibrio ascidiaceicola,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFK09813.1_285279,0.9194,1.96,,SFK09813.1,Pseudovibrio ascidiaceicola,Pseudovibrio ascidiaceicola,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFK18458.1_1397108,0.9417,1.51,,SFK18458.1,Celeribacter marinus,Celeribacter marinus,Celeribacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFK61504.1_285279,0.891,2.44,,SFK61504.1,Pseudovibrio ascidiaceicola,Pseudovibrio ascidiaceicola,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFK69891.1_45496,0.7071,4.19,,SFK69891.1,Methylophaga sulfidovorans,Methylophaga sulfidovorans,Methylophaga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFK90335.1_195913,0.9887,0.64,,SFK90335.1,Loktanella salsilacus,Loktanella salsilacus,Loktanella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFL02512.1_1280847,0.9251,1.78,,SFL02512.1,Shimia haliotis,Shimia haliotis,Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFL10536.1_1123062,0.9087,2,,SFL10536.1,Falsiroseomonas stagni DSM 19981,Falsiroseomonas stagni,Falsiroseomonas,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFL81618.1_1420917,0.7459,3.77,,SFL81618.1,Marinobacter salarius,Marinobacter salarius,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFM12884.1_334253,0.7992,3.35,,SFM12884.1,Gracilibacillus orientalis,Gracilibacillus orientalis,Gracilibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SFM13266.1_1720063,0.9307,1.74,,SFM13266.1,Halopseudomonas yangmingensis,Halopseudomonas yangmingensis,Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFM61040.1_254406,0.961,1.24,,SFM61040.1,Shimia aestuarii,Shimia aestuarii,Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFM80882.1_254161,0.9297,1.76,,SFM80882.1,Halopseudomonas pachastrellae,Halopseudomonas pachastrellae,Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFM81397.1_455193,0.945,1.47,,SFM81397.1,Saccharopolyspora antimicrobica,Saccharopolyspora antimicrobica,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFM90700.1_1720063,0.8939,2.67,,SFM90700.1,Halopseudomonas yangmingensis,Halopseudomonas yangmingensis,Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFN43098.1_1005928,0.9892,0.63,,SFN43098.1,Roseovarius lutimaris,Roseovarius lutimaris,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFN57086.1_379482,0.7418,3.88,,SFN57086.1,Marinobacter pelagius,Marinobacter pelagius,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFN94504.1_655353,0.9137,1.91,,SFN94504.1,Cohaesibacter marisflavi,Cohaesibacter marisflavi,Cohaesibacter,Cohaesibacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFO95990.1_441119,0.9566,1.42,,SFO95990.1,Tranquillimonas alkanivorans,Tranquillimonas alkanivorans,Tranquillimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFP04641.1_867,0.799,2.74,,SFP04641.1,Ruminobacter amylophilus,Ruminobacter amylophilus,Ruminobacter,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFP30995.1_289003,0.8841,2.56,,SFP30995.1,Pseudomonas borbori,Pseudomonas borbori,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFP49421.1_587909,0.9251,1.76,,SFP49421.1,Amycolatopsis arida,Amycolatopsis arida,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFP76734.1_867,0.7695,2.66,,SFP76734.1,Ruminobacter amylophilus,Ruminobacter amylophilus,Ruminobacter,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFQ04036.1_93684,0.9685,1.21,,SFQ04036.1,Roseivivax halotolerans,Roseivivax halotolerans,Roseivivax,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFQ30485.1_721133,0.9341,1.67,,SFQ30485.1,Nitratireductor indicus,Nitratireductor indicus,Nitratireductor,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFQ45210.1_393278,0.9843,0.54,,SFQ45210.1,Donghicola eburneus,Donghicola eburneus,Donghicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFR45194.1_375760,0.7413,3.85,,SFR45194.1,Marinobacter gudaonensis,Marinobacter gudaonensis,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFR52298.1_390270,0.9596,1.11,,SFR52298.1,Yoonia tamlensis,Yoonia tamlensis,Yoonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFS19487.1_1123755,0.9662,0.84,,SFS19487.1,Yoonia litorea,Yoonia litorea,Yoonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFS84984.1_394264,0.9622,1.09,,SFS84984.1,Sulfitobacter marinus,Sulfitobacter marinus,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFS97007.1_95161,0.9246,1.65,,SFS97007.1,Saccharopolyspora flava,Saccharopolyspora flava,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SFT42131.1_86102,0.7352,4.16,,SFT42131.1,Idiomarina abyssalis,Idiomarina abyssalis,Idiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFT44992.1_416872,0.7389,3.74,,SFT44992.1,Halomonas saccharevitans,Halomonas saccharevitans,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFT72885.1_570156,0.7289,3.81,,SFT72885.1,Pseudoalteromonas lipolytica,Pseudoalteromonas lipolytica,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFT96078.1_258256,0.9231,1.87,,SFT96078.1,Pseudovibrio denitrificans,Pseudovibrio denitrificans,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFU07962.1_999627,0.8636,2.63,,SFU07962.1,Sedimentitalea nanhaiensis,Sedimentitalea nanhaiensis,Sedimentitalea,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFU64430.1_463301,0.7361,3.93,,SFU64430.1,Halomonas korlensis,Halomonas korlensis,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFV37597.1_429728,0.9468,1.34,,SFV37597.1,Devosia crocina,Devosia crocina,Devosia,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFX29222.1_1122209,0.7682,3.6,,SFX29222.1,Marinospirillum alkaliphilum DSM 21637,Marinospirillum alkaliphilum,Marinospirillum,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SFZ82155.1_665118,0.934,1.53,,SFZ82155.1,Devosia enhydra,Devosia enhydra,Devosia,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHE30512.1_996115,0.9656,1.18,,SHE30512.1,Ruegeria intermedia,Ruegeria intermedia,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHF10357.1_366533,0.9555,1.17,,SHF10357.1,Loktanella atrilutea,Loktanella atrilutea,Loktanella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHF18724.1_1402135,0.9405,1.57,,SHF18724.1,Pseudosulfitobacter pseudonitzschiae,Pseudosulfitobacter pseudonitzschiae,Pseudosulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHF69618.1_494016,0.8212,2.48,,SHF69618.1,Microbulbifer donghaiensis,Microbulbifer donghaiensis,Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHG01364.1_930117,0.9099,1.96,,SHG01364.1,Ornithinibacillus halophilus,Ornithinibacillus halophilus,Ornithinibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SHG83637.1_870908,0.9825,0.46,,SHG83637.1,Cognatishimia maritima,Cognatishimia maritima,Cognatishimia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHH09860.1_1508389,0.9606,0.97,,SHH09860.1,Cognatiyoonia sediminum,Cognatiyoonia sediminum,Cognatiyoonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHH21626.1_411959,0.903,1.99,,SHH21626.1,Virgibacillus chiguensis,Virgibacillus chiguensis,Virgibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SHH36216.1_634436,0.591,4.35,,SHH36216.1,Marisediminitalea aggregata,Marisediminitalea aggregata,Marisediminitalea,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHH60333.1_996342,0.9341,1.61,,SHH60333.1,Marivita hallyeonensis,Marivita hallyeonensis,Marivita,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHI04733.1_299255,0.854,2.55,,SHI04733.1,Ferrimonas marina,Ferrimonas marina,Ferrimonas,Ferrimonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHI37668.1_570521,0.8152,2.86,,SHI37668.1,Aquimarina spongiae,Aquimarina spongiae,Aquimarina,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,Pseudomonadati,Bacteria
SHI43049.1_1447782,0.9517,1.49,,SHI43049.1,Wenxinia saemankumensis,Wenxinia saemankumensis,Wenxinia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHI46320.1_1168035,0.7608,3.42,,SHI46320.1,Tangfeifania diversioriginum,Tangfeifania diversioriginum,Tangfeifania,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,Pseudomonadati,Bacteria
SHK24723.1_564117,0.7316,3.92,,SHK24723.1,Marinobacter antarcticus,Marinobacter antarcticus,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHK56009.1_758803,0.8955,2.28,,SHK56009.1,Nocardiopsis flavescens,Nocardiopsis flavescens,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SHK71271.1_1896211,0.8556,2.44,,SHK71271.1,Fibrobacter sp. UWH5,unclassified Fibrobacter,Fibrobacter,Fibrobacteraceae,Fibrobacterales,Fibrobacteria,Fibrobacterota,Pseudomonadati,Bacteria
SHL47875.1_1220495,0.9303,1.54,,SHL47875.1,Phytopseudomonas punonensis,Phytopseudomonas punonensis,Phytopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHL52741.1_735517,0.91,2.08,,SHL52741.1,Roseibium suaedae,Roseibium suaedae,Roseibium,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHL54864.1_337701,0.9278,1.8,,SHL54864.1,Roseovarius pacificus,Roseovarius pacificus,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHM58152.1_1155722,0.9386,1.62,,SHM58152.1,Roseovarius litoreus,Roseovarius litoreus,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SHN26650.1_1027249,0.8244,3.2,,SHN26650.1,Gracilibacillus kekensis,Gracilibacillus kekensis,Gracilibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SIN61302.1_1123272,0.9278,1.69,,SIN61302.1,Parasphingorhabdus marina DSM 22363,Parasphingorhabdus marina,Parasphingorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIO40450.1_1458307,0.9465,1.16,,SIO40450.1,Octadecabacter temperatus,Octadecabacter temperatus,Octadecabacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIO49226.1_1882821,0.9773,1.16,,SIO49226.1,Rhodovulum sp. ES.010,unclassified Rhodovulum,Rhodovulum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIO84181.1_1434837,0.8657,2.16,,SIO84181.1,Nocardiopsis sp. JB363,unclassified Nocardiopsis,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SIO90289.1_1434837,0.8723,2.67,,SIO90289.1,Nocardiopsis sp. JB363,unclassified Nocardiopsis,Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SIQ50979.1_58117,0.8903,2.11,,SIQ50979.1,Microbispora rosea,Microbispora rosea,Microbispora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SIQ64388.1_49186,0.7351,3.9,,SIQ64388.1,Marinobacterium stanieri,Marinobacterium stanieri,Marinobacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIR20007.1_1198245,0.7576,3.4,,SIR20007.1,Micromonospora avicenniae,Micromonospora avicenniae,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SIR70760.1_58117,0.9227,1.67,,SIR70760.1,Microbispora rosea,Microbispora rosea,Microbispora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SIR80718.1_1198245,0.7116,3.71,,SIR80718.1,Micromonospora avicenniae,Micromonospora avicenniae,Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SIS32177.1_340021,0.9401,1.56,,SIS32177.1,Thalassovita mediterranea,Thalassovita mediterranea,Thalassovita,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIS51982.1_633194,0.9722,0.58,,SIS51982.1,Roseivivax lentus,Roseivivax lentus,Roseivivax,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIS72868.1_619304,0.7304,3.88,,SIS72868.1,Neptunomonas antarctica,Neptunomonas antarctica,Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIS76552.1_484498,0.7624,3.62,,SIS76552.1,Thalassolituus maritimus,Thalassolituus maritimus,Thalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIS85962.1_1086013,0.993,0.53,,SIS85962.1,Gemmobacter megaterium,Gemmobacter megaterium,Gemmobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIS86274.1_714067,0.9196,1.74,,SIS86274.1,Kroppenstedtia eburnea,Kroppenstedtia eburnea,Kroppenstedtia,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
SIS90423.1_619304,0.9259,1.78,,SIS90423.1,Neptunomonas antarctica,Neptunomonas antarctica,Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SIT65680.1_233100,0.889,2.42,,SIT65680.1,Ectothiorhodosinus mongolicus,Ectothiorhodosinus mongolicus,Ectothiorhodosinus,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SJM59170.1_1255656,0.8551,2.71,,SJM59170.1,Agrococcus casei LMG 22410,Agrococcus casei,Agrococcus,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SJM64377.1_1434829,0.8769,2.5,,SJM64377.1,Frigoribacterium sp. JB110,unclassified Frigoribacterium,Frigoribacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SKA33548.1_1122192,0.8866,2.18,,SKA33548.1,Marinactinospora thermotolerans DSM 45154,Marinactinospora thermotolerans,Marinactinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SKB39924.1_505249,0.9192,1.77,,SKB39924.1,Malaciobacter marinus,Malaciobacter marinus,Malaciobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,Pseudomonadati,Bacteria
SKB78202.1_505249,0.8432,2.71,,SKB78202.1,Malaciobacter marinus,Malaciobacter marinus,Malaciobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,Pseudomonadati,Bacteria
SMC54078.1_1387277,0.9439,1.5,,SMC54078.1,Primorskyibacter flagellatus,Primorskyibacter flagellatus,Primorskyibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SMC55127.1_40571,0.9152,1.59,,SMC55127.1,Lentzea albidocapillata,Lentzea albidocapillata,Lentzea,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SMC73639.1_441103,0.981,0.36,,SMC73639.1,Tropicibacter naphthalenivorans,Tropicibacter naphthalenivorans,Tropicibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SMD00117.1_937218,0.951,1.24,,SMD00117.1,Fulvimarina manganoxydans,Fulvimarina manganoxydans,Fulvimarina,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SMD00854.1_2030,0.9309,1.59,,SMD00854.1,Kibdelosporangium aridum,Kibdelosporangium aridum,Kibdelosporangium,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
SMD36671.1_692418,0.9234,1.72,,SMD36671.1,Reichenbachiella faecimaris,Reichenbachiella faecimaris,Reichenbachiella,Reichenbachiellaceae,Cytophagales,Cytophagia,Bacteroidota,Pseudomonadati,Bacteria
SMF06792.1_1304903,0.9164,2.02,,SMF06792.1,Alteromonadaceae bacterium Bs31,Alteromonadaceae bacterium Bs31,unclassified Alteromonadaceae,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
SMF25636.1_1513793,0.9228,1.8,,SMF25636.1,Pseudobacteriovorax antillogorgiicola,Pseudobacteriovorax antillogorgiicola,Pseudobacteriovorax,Pseudobacteriovoracaceae,Oligoflexales,Oligoflexia,Bdellovibrionota,Pseudomonadati,Bacteria
